achtgesichterambiwasse_0483|er lag auf der Altane eines Hauses, das er gut kannte, aber in dem er lange nicht gewesen war;
serapionsbruederauswahl_0900|Man erzählte dem Elis weiter, daß eben heute der Bergsthing
achtgesichterambiwasse_1629|und neben ihm an seiner Hand ging ein gesittetes schönes Weib.
achtgesichterambiwasse_1486|daß das Mädchen sich eifrig das Gesicht wusch, und er erkannte an der einen Gesichtshälfte, die noch voll Ruß war,
meisterfloh_2431|doch gedachte Peregrinus seines Schützlings sowie seines Freundes und blieb dem gegebenen Worte getreu und erklärte von neuem,
achtgesichterambiwasse_0817|Und er blieb steif gestreckt, und sein Leib widerstand den Spitzen der Bajonette,
meisterfloh_0634|bis endlich, als wir uns die Kehlen heiser geschrien hatten, ein Vergleich zustande kam. Der Kollege überließ mir die Prinzessin,
serapionsbruederauswahl_0938|Dem Elis war es, als läge er in dem wonnigen Paradiese eines herrlichen Traums,
meisterfloh_1126|eigentlich nur um das Gespräch über die Dame fortzusetzen,
meisterfloh_0769|wie ein schöner Traum.«
serapionsbruederauswahl_1466|Das Betragen der alten Baronesse blieb sich gleich, sie war still, ernst, ja, in sich verschlossen
meisterfloh_2020|Da drückte Peregrinus das Pistol schnell ab in die Luft.
achtgesichterambiwasse_1889|Kaum flackte das Streichholz auf, so entzündete sich über dem Meer die Alkoholwolke, und eine Flamme pflanzte sich fort von Schiff zu Schiff;
meisterfloh_1784|daß die Leute sich mit allen Zeichen des Ekels und Abscheus die Nasen zuhielten, wenn er vorüberging, und ihre Plätze verließen,
achtgesichterambiwasse_2072|Das Rasseln der Eisenbahnräder, das Vorüberfliegen großer Plakatfiguren:
achtgesichterambiwasse_1639|um von Hakatate heim nach Süden zur Königstadt zu ziehen und dort den Einzug der Königin zu feiern.
achtgesichterambiwasse_0681|befahl ihm die Stimme, und der junge Fischer tat so.
meisterfloh_2072|war in einen langen sehr engen Überrock von fahlschwarzem glänzendem Zeuge gekleidet.
serapionsbruederauswahl_1198|denn kein Wort von dem unterirdischen Reich kam über seine Lippen. Ulla war ganz voll Wonne;
meisterfloh_0370|Durch Sturm und Wetter bin ich, getrieben von Sehnsucht und Hoffnung, umhergelaufen, bis ich Sie fand.
meisterfloh_2287|als sie auf der Spitze des Schwerts schwebte, das der Todesengel auf die Brust des alten Rabbi setzte.
achtgesichterambiwasse_1576|«Hasenauge» kannte dreitausend Geschichten allein über den aufgehenden Herbstmond, der,
serapionsbruederauswahl_1117|Sie fanden ihn wie erstarrt stehend, das Gesicht gedrückt in das kalte Gestein.
achtgesichterambiwasse_1912|Sie sind gewöhnt an den Verkehr mit offener Luft in luftreichen, leichten Bambusholzhäuschen, hinter dünnen Papierwänden und Papierscheiben,
meisterfloh_2919|Bald werdet Ihr in ein träumerisches Delirium verfallen, in welchem der große Moment sich kundtut.
achtgesichterambiwasse_0910|Der Morgen kam, und Ata-Mono studierte bis zur untergehenden Sonne, ohne zu essen, ohne zu trinken,
meisterfloh_0952|um nicht sogleich mich als den Meister Floh zu erkennen. Hoch erfreut, daß ein glücklicher Zufall ihm diesen
meisterfloh_2742|vor ihr   Lehnstühlen Pepusch, Swammerdamm und Leuwenhoek. »Ist das,« sprach die Alte,
meisterfloh_0097|zu sagen, als daß es rechtliche stille Leute waren, denen niemand etwas anders als Gutes nachsagen konnte.
serapionsbruederauswahl_1009|da der Steiger eben die Leute im Förderschacht anstellte, so wollte ihm das Pochen und Hämmern ganz unheimlich bedünken.
achtgesichterambiwasse_1420|Da zeigten auch die Theaterbilder außen an der Zeltbude rund um die Zeltwand den Flug der Wildgänse.
achtgesichterambiwasse_1484|hüllte ihr Gesicht in ihre Ärmel, kniete am Seerand nieder und steckte ihren Kopf ins Wasser. Oizo rief:
serapionsbruederauswahl_0278|Ich unterließ nicht, außer jenem Studium des Wahnsinns
achtgesichterambiwasse_2053|als wären sie die uralten, düsterroten Balken des Genientempels in Kioto,
serapionsbruederauswahl_0505|und wie ein wütendes Tier alles um sich her morden.« »Theodor hat recht,« sprach Ottmar,
achtgesichterambiwasse_2511|und der Himmel voll gelber Abendwolken gleich tausend gelben Chinesengesichtern war, ging sie nicht in ihre Kabine zu ihrem Mann.
meisterfloh_2677|der Mutter Wohltäter sei, daß nicht dies allein – nein! – seine Milde, seine Freundlichkeit, die Art,
meisterfloh_1307|Ich wußt' es ja, daß du glücklich in den heimatlichen Stapel eingelaufen bist.
serapionsbruederauswahl_0272|und widerriet auf das ernstlichste jeden Versuch, ihn für die Welt und für seine vorigen Verhältnisse wiederzugewinnen. –
achtgesichterambiwasse_0632|Nach einer Weile tauchten die Lichter von Karasaki plötzlich nicht mehr auf. Kiri wartete und wartete
achtgesichterambiwasse_1427|Seine Stirn verfinsterte sich, und er blieb im Menschengedränge stehen und wollte seinem Freund entlaufen.
meisterfloh_2735|Schritt vor Schritt ging Herr Peregrinus Tyß nach Hause, die schweren Quartanten mühsam unter dem Arm fortschleppend
meisterfloh_2744|und essen nichts und trinken nichts und reden nichts und holen kaum Atem!« –
serapionsbruederauswahl_0726|so wie ich schon seit ein paar Stunden, ohne daß Ihr mich gewahrtet,
achtgesichterambiwasse_1746|aber diesem wuchs nicht ein einziges Haar auf dem Kopf;
serapionsbruederauswahl_1716|stürzte die Gräfin laut heulend auf ihn zu und biß ihn mit der Wut der Hyäne in die Brust.
serapionsbruederauswahl_0085|da der Jurist die Materie mit ungemeinem Scharfsinn behandelt
meisterfloh_1658|ich weiß, auf welche Art der« – Die Tür sprang auf, und hinein trat Herr George Pepusch.
meisterfloh_2460|hatten kurze dicke Knittel ergriffen und trieben den schönen Geist, sowie er herabschweben wollte,
meisterfloh_0677|Aber Ihr, Pepusch, Ihr, dem ich so viel Gutes erzeigt, Ihr seid mein ärgster, schlimmster Feind, das sehe ich nun wohl ein.
achtgesichterambiwasse_2342|Die Deckbevölkerung hatte sich vermehrt und verändert.
achtgesichterambiwasse_0241|Aber der Tod ihres Papageis ging ihr nicht so sehr zu Herzen wie jetzt der Abschied von Euch.
achtgesichterambiwasse_1476|«Wo habe ich nur diesen blau irisierenden Schein
meisterfloh_1028|wird die kleine Boshafte noch aufbieten, um Euch in ihr Liebesnetz zu verstricken. Sie wird sich Eurer so ganz zu bemächtigen suchen,
meisterfloh_1171|das sie in Famagusta vielleicht in dem Augenblick getragen, als der boshafte Egelprinz sie totküßte.
serapionsbruederauswahl_0897|daß der Mann Pehrson Dahlsjö sei, Masmeister, Altermann und Besitzer einer schönen Bergsfrälse bei Stora-Kopparberg.
achtgesichterambiwasse_0853|als der Baum jung wie ein Halm war, war aber der Miideratempel noch nicht gebaut,
meisterfloh_0971|Mit heißer Sehnsucht dachte ich an die holde Gamaheh und sann auf Mittel, Nachricht von ihrem Schicksal zu erhalten. –
achtgesichterambiwasse_2262|wie der weiße Silberkörper eines Riesenfisches,
achtgesichterambiwasse_2152|Ein brennender, feuriger Sonnensommer verwandelte den Biwasee täglich in eine weißglühende Masse.
serapionsbruederauswahl_1702|bis er sich am hellen Morgen, im Schweiß gebadet, vor dem Tor des Schlosses wiederfand.  Unwillkürlich,
achtgesichterambiwasse_1094|sagen die Japaner sprichwörtlich von Menschen, die das Glück, das sie verläßt, mit den unmöglichsten Mitteln festhalten wollen.
meisterfloh_2962|Dazwischen erhoben aus dunklem Gesträuch die schönsten Rosen
meisterfloh_3053|Die ganze Nacht habe er vom blühenden Cactus grandiflorus geträumt und nun erst die Ursache davon erfahren.
meisterfloh_2835|als ein kleines verkapptes Teufelchen, welches, um dich zu verlocken, in Menschengestalt umherwandle,
meisterfloh_0209|und   selbst in möglicher Schnelle alles, so daß noch denselben Abend Peregrinus sich in dem elterlichen Hause befand.
achtgesichterambiwasse_0481|«Nein, ich kenne dich noch nicht», gab Kiri zurück. Und sein Herz suchte in allen seinen Erinnerungen.
achtgesichterambiwasse_0368|Es war in den Tagen, da die amerikanische Flotte im Hafen von Yokohama lag
achtgesichterambiwasse_0184|Sie ließ sich von zwei Mägden leuchten. Und die eine Magd erzählte halblaut: «Wißt ihr schon,
meisterfloh_0210|Ganz erschöpft, ganz vernichtet von einer Trostlosigkeit, die er noch nicht gekannt, sank er in den großen Lehnstuhl des Vaters,
serapionsbruederauswahl_1415|in der Residenz sein Licht leuchten zu lassen vor den Augen der Jungfrauen,
achtgesichterambiwasse_1641|die noch keine Sonne und keinen Mond hatte aufgehen sehen,
meisterfloh_1470|was das beste ist, bunte Ideen und Gedanken werden aufgehen in Euerm Gehirn,
meisterfloh_1861|vor Ihrer Hochzeit, noch alles an das Tageslicht kommen wird.«
serapionsbruederauswahl_1699|und mitten in dem Kreise lag der Leichnam eines Menschen, an dem sie zehrten mit Wolfesgier. –
achtgesichterambiwasse_1467|«Soll ich also wirklich das Bild vom Flug der Wildgänse noch einmal malen?
meisterfloh_1253|mikroskopische Glas ins Auge gesetzt, doch fürwahr, diese Wirkung des Glases hatte er nicht ahnen können.
achtgesichterambiwasse_1053|Im brütenden Hochsommer ist der Biwasee wie eine gute, erquickende, milchreiche Amme,
achtgesichterambiwasse_2479|er kann ihr ja den Wahn ihrer Selbstherrlichkeit lassen, wenn sie es noch nötig hat. Aber er darf nicht gütig meinungslos werden.
serapionsbruederauswahl_0378|Nur nach überstandenem Märtyrertum geht ein solches Leben im Innern auf. Hat es nun der ewigen Macht gefallen,
achtgesichterambiwasse_2138|der eine weißhaarige, gebeugte alte Frau begleitet. Die kleine Alte stützt sich auf einen Stock und auf den Arm des Mannes
serapionsbruederauswahl_0723|niemals mehr auf die See. – Was sollt' ich unter den Kameraden, die mich nur aushöhnen würden,
achtgesichterambiwasse_2219|Die sich balgenden Leute am Ufer, die Landungshallen verkleinerten sich, als schrumpften sie in irgendeine Tasche hinein.
achtgesichterambiwasse_1955|Die Frau zitterte vor Erregung, als sie den Schützen sah, der das getreue Abbild ihres gestorbenen Mannes war.
achtgesichterambiwasse_1149|um nicht an das verrufene Klopfen denken zu müssen.
meisterfloh_2039|so mochten diese Worte lauten, »du weißt, mein Peregrinus, wie sehr ich dich liebe. Ich kann dein sein, du mein,
meisterfloh_0606|als er mittelst Anwendung des Suchglases deutlich gewahrte, daß das kleine Körnlein nichts anders als die Prinzessin Gamaheh,
achtgesichterambiwasse_0509|Eine große rote Laterne brannte am Kiel, und die Diener legten ihn auf die Diele des Goldlackhauses.
meisterfloh_1633|Sollte auch vielleicht noch etwas mehr dahinterstecken, so ist es wohl jetzt nicht an der Zeit, das weiter zu untersuchen.
meisterfloh_0519|er ist es, dessen bösem Verrat ich meine Blindheit, all mein Unglück zuschreibe!«
meisterfloh_2857|um, wie es Liebenden ziemlich ist und wohl ansteht, in den Mond guckend,
achtgesichterambiwasse_2625|Einer im Theater wies es dem andern und wurde ehrfürchtig vor der Seele des Liebenden,
serapionsbruederauswahl_0574|Auch dieses Glas sei noch deinem Gedächtnis dargebracht.« »Findet ihr nicht,« sprach nun Ottmar,
meisterfloh_0639|Das Glas ist nämlich gar nicht so klein, da ein Pulverkorn nur höchstens achtmal größer sein mag. –
meisterfloh_2613|und mit ihrem silbernen Glockenstimmlein freudig rief: »Guten Morgen, mein herzlieber Peregrinus!«
achtgesichterambiwasse_1360|rot und blau wurde und Graswürzelein mondblau und feuerrot, zweifarbig beschienen,
achtgesichterambiwasse_2429|«Ich bewundere immer, wie großartig die Europäer die Welt einteilen können, die Länder in flache Figuren,
achtgesichterambiwasse_1550|Welch sonderbarer Zufall, daß der Wildgänseflug sich doppelt deuten ließ,
meisterfloh_0344|»O,« lispelte das Dämchen, »o des Entzückens! – Dich erfreut meine Gabe! o mein herziger Peregrin,
meisterfloh_1763|wie der Herr Abgeordnete da, wider ihn einnimmt. Gepriesen sei die Kunst, der gleichgültigsten Sache
achtgesichterambiwasse_1710|denn die Sonne ging auch nicht mehr auf zu der Zeit, da sie erwartet wurde.
achtgesichterambiwasse_0069|dann lachte er so unheimlich knarrend, daß es der Magd gruselte.
meisterfloh_0951|und er daher die Lampe anzünden mußte, war er doch ein viel zu geübter Beobachter und viel zu tief eingedrungen in die Wissenschaft,
meisterfloh_0829|es müsse in der Stube brennen, und schwang sich daher am Gitterwerk hinauf, um in die Stube zu schauen.
meisterfloh_0435|»Wollen Sie,« unterbrach Peregrinus die Dame, »wollen Sie nicht, englisches Fräulein, daß ich alles für einen Fiebertraum halten,
meisterfloh_1282|daß er eines schweren Vergehens angeklagt sei, und daß diese Anklage vorläufige Haft
serapionsbruederauswahl_1065|Andere hatten den Alten oben an der Pinge umherstreichend erblickt, bald wehmütig klagend,
meisterfloh_2501|Durchaus wollte der Alte nicht zugeben, daß Peregrinus aufstehe und den Schlafrock umwerfe. In den wunderliebsten Redensarten
meisterfloh_2873|nicht jenes entsetzliche Verhängnis, welches den ewigen Juden traf, der durch das bunteste Gewühl der Welt ohne Freude,
meisterfloh_1194|Herr Peregrinus Tyß stünde vielleicht noch an der Türe des verhängnisvollen Gemachs, hätte es nicht stark geläutet
achtgesichterambiwasse_0643|«Fürchtest du dich vor dem Tode?» «O Herr, mit dir zu sterben, ist kein Tod.
meisterfloh_1375|solches sei ihnen nicht eingefallen. Die Aussage dieser Zeugen setzte den Rat in nicht geringe Verlegenheit,
meisterfloh_1764|einen Anstrich von gehässiger Bedeutsamkeit zu geben. Es ist eine Gabe, die mir die Natur verlieh,
achtgesichterambiwasse_2173|An großen Masten ragen ein Dutzend weiße elektrische Bogenlampen in die Nacht. Sie beleuchten einen Landungskai im Hafen von Marseille.
achtgesichterambiwasse_1696|Diese aber,
serapionsbruederauswahl_0975|Ihr müßt in kurzer Zeit der tüchtigste Knappe in der Zeche sein!« – Die schöne Ulla,
achtgesichterambiwasse_1173|Aber die Leute auf der Straße sahen plötzlich den russischen Prinzen im heftigsten Handgemenge mit Omiya;
serapionsbruederauswahl_0456|mit welchem durchdringenden Verstande mein Anachoret über das Leben in allen seinen Gestaltungen sprach,
serapionsbruederauswahl_0531|und wohl schon wirklich gestorben sei. –
achtgesichterambiwasse_1336|«Es wird nicht zu malen sein», sagte die Kaiserin. «Dann wünsche ich keinen gemalten Saal», sagte die Prinzessin.
meisterfloh_0947|fiel dem beobachtenden Magier gerade auf die Nase; nur meine Leichtigkeit, meine
achtgesichterambiwasse_0153|und daß ein anderes Boot aus dem Schilf heraus die Seewölbung ersteigt und hinter dem Wasser verschwindet.
meisterfloh_0072|Ebendaher mocht' es auch kommen, daß seine alte Aufwärterin von solch seltner Häßlichkeit war, daß sie in dem Revier,
meisterfloh_2752|er mochte so viel rufen, so viel locken, als er wollte, kein Meister Floh ließ sich sehen, er war auf und davon.
meisterfloh_2595|Mag nun das dunkle Verhängnis beschlossen haben, was es will, ich sehe ein,
serapionsbruederauswahl_0462|der es ja aus dem Munde der handelnden Personen selbst hätte, die ihn besucht. –
achtgesichterambiwasse_1119|und begleiteten mit rhythmischem Händeklatschen die Mädchenfüße. Aber Kinder,
serapionsbruederauswahl_1609|und der man nun erst wohl erzählt haben mochte, wie jener Spitzbube mit der Frau Baronesse in vertraulichem Verhältnis gelebt,
meisterfloh_3042|daß Peregrinus und sein holdes Röschen die heitre kindliche Unbefangenheit selbst,
meisterfloh_0399|wie eine Eiszange Peregrins Brust und quetschte sie zusammen. Wild schrie er:
serapionsbruederauswahl_1064|der ihnen allerlei guten Rat erteilt und die schönsten Gänge gezeigt.
achtgesichterambiwasse_2464|Nicht die Weltruhe, nicht das Nirwana, wie wir in Asien immer glaubten,
achtgesichterambiwasse_2388|Die Hitze legte ihren Arm sicher um beide. Ohne daß sie ihre Arme ausstreckten und sich berührten,
meisterfloh_1721|aber fest dabei stehen, daß ihn das delictum den Henker was kümmere, wenn er nur ein Corpus in die Faust bekäme,
meisterfloh_0770|Dem Herrn George Pepusch wurde bei diesen anmutigen Worten der schönen Holländerin gar sonderbar zumute. Die Brust war enge,
achtgesichterambiwasse_1307|In diesen Tempel zog sich die kaiserliche Familie in den Sommertagen zurück und pflegte dort einige Wochen unter der Obhut der reichen Mönche zu wohnen.
achtgesichterambiwasse_2506|wo die gelbe Rasse die braune Rasse verdrängt, wo Ilse noch gelbere Menschen als die gelben Japaner sah,
achtgesichterambiwasse_2060|die Frau, die einen kleinen Fächer schwang, als wäre es ihr heiß im Abendrot,
meisterfloh_1650|bedeckte ihre Händchen mit tausend glühenden Küssen, nannte sie seine Wonne, seinen Himmel, sein ganzes Glück. –
achtgesichterambiwasse_0701|Gruppen von kleinen japanischen Offizieren und Soldaten in europäischen Uniformen.
